biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
O14656	O14656	TOR1A	C	11.75	canonical	  0.999	  0.000	12	  0.090	3									O14656	759	9				coreProteome GENCODE_v48 SP sp|O14656|TOR1A_HUMAN Torsin-1A OS=Homo sapiens OX=9606 GN=TOR1A PE=1 SV=1 \VariantSimple=(205|I)(216|H)(264|H)(288|332|-)(288|Q)(303|303|-)(318|S)(323|328|-)	Homo sapiens
Q96EY4	Q96EY4	TMA16	C	13.3	canonical	  0.999	  0.000	6	  0.090	2									Q96EY4	4240	8				coreProteome GENCODE_v48 SP sp|Q96EY4|TMA16_HUMAN Translation machinery-associated protein 16 OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=2 \VariantSimple=(12|Q)(65|P)(176|T)	Homo sapiens
Q9NQ88	Q9NQ88	TIGAR	C	11.85	canonical	  0.999	  0.000	9	  0.090	2									Q9NQ88	4825	3				"coreProteome GENCODE_v48 SP sp|Q9NQ88|TIGAR_HUMAN Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1 "	Homo sapiens
Q5QJ74	Q5QJ74	TBCEL	C	21.93	canonical	  0.999	  0.000	16	  0.090	5									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q5QJ74|TBCEL_HUMAN Tubulin-specific chaperone cofactor E-like protein OS=Homo sapiens OX=9606 GN=TBCEL PE=1 SV=2 	Homo sapiens
P49458	P49458	SRP9	C	36.05	canonical	  0.999	  0.000	5	  0.090	3									P49458	2328	6				coreProteome GENCODE_v48 SP sp|P49458|SRP09_HUMAN Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2 	Homo sapiens
Q9UHB9	Q9UHB9	SRP68	C	20.1	canonical	  0.999	  0.000	25	  0.090	8									Q9UHB9	5097	12				coreProteome GENCODE_v48 SP sp|Q9UHB9|SRP68_HUMAN Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2 	Homo sapiens
O15427	O15427	SLC16A3	C	12.47	canonical	  0.999	  0.000	13	  0.090	5									O15427	836	8				coreProteome GENCODE_v48 SP sp|O15427|MOT4_HUMAN Monocarboxylate transporter 4 OS=Homo sapiens OX=9606 GN=SLC16A3 PE=1 SV=1 	Homo sapiens
Q9BZZ2	Q9BZZ2	SIGLEC1	C	16.91	canonical	  0.999	  0.000	53	  0.090	23									Q9BZZ2	4597	6				coreProteome GENCODE_v48 SP sp|Q9BZZ2|SN_HUMAN Sialoadhesin OS=Homo sapiens OX=9606 GN=SIGLEC1 PE=1 SV=2 \VariantSimple=(141|L)(221|M)(239|R)(464|H)(919|P)(974|V)(1335|Y)(1487|W)(1519|P)	Homo sapiens
Q15393	Q15393	SF3B3	C	29.99	canonical	  0.999	  0.000	43	  0.090	21									Q15393	3193	24				coreProteome GENCODE_v48 SP sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4 \VariantSimple=(908|R)	Homo sapiens
Q0VDG4	Q0VDG4	SCRN3	C	20.52	canonical	  0.999	  0.000	14	  0.090	6									Q0VDG4	2893	16				coreProteome GENCODE_v48 SP sp|Q0VDG4|SCRN3_HUMAN Secernin-3 OS=Homo sapiens OX=9606 GN=SCRN3 PE=1 SV=1 \VariantSimple=(18|N)(108|S)(179|A)	Homo sapiens
Q9Y224	Q9Y224	RTRAF	C	25	canonical	  0.999	  0.000	11	  0.090	4									Q9Y224	5227	17				"coreProteome GENCODE_v48 SP sp|Q9Y224|RTRAF_HUMAN RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1 "	Homo sapiens
Q8NDT2	Q8NDT2	RBM15B	C	9.1	canonical	  0.999	  0.000	32	  0.090	6									Q8NDT2	3927	4				coreProteome GENCODE_v48 SP sp|Q8NDT2|RB15B_HUMAN Putative RNA-binding protein 15B OS=Homo sapiens OX=9606 GN=RBM15B PE=1 SV=3 	Homo sapiens
Q9UHX1	Q9UHX1	PUF60	C	29.7	canonical	  0.999	  0.000	19	  0.090	12									Q9UHX1	5110	20				coreProteome GENCODE_v48 SP sp|Q9UHX1|PUF60_HUMAN Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1 \VariantSimple=(169|Y)	Homo sapiens
O43490	O43490	PROM1	C	18.38	canonical	  0.999	  0.000	30	  0.090	9									O43490	879	20				coreProteome GENCODE_v48 SP sp|O43490|PROM1_HUMAN Prominin-1 OS=Homo sapiens OX=9606 GN=PROM1 PE=1 SV=1 \VariantSimple=(31|G)(31|S)(373|C)	Homo sapiens
Q96SB3	Q96SB3	PPP1R9B	C	13.59	canonical	  0.999	  0.000	24	  0.090	12									Q96SB3	4370	8				coreProteome GENCODE_v48 SP sp|Q96SB3|NEB2_HUMAN Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3 \VariantSimple=(201|T)	Homo sapiens
Q96AQ6	Q96AQ6	PBXIP1	C	13.41	canonical	  0.999	  0.000	23	  0.090	8									Q96AQ6	4180	8				coreProteome GENCODE_v48 SP sp|Q96AQ6|PBIP1_HUMAN Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens OX=9606 GN=PBXIP1 PE=1 SV=1 \VariantSimple=(356|D)(357|D)	Homo sapiens
Q13438	Q13438	OS9	C	15.59	canonical	  0.999	  0.000	24	  0.090	7									Q13438	2992	38				coreProteome GENCODE_v48 SP sp|Q13438|OS9_HUMAN Protein OS-9 OS=Homo sapiens OX=9606 GN=OS9 PE=1 SV=1 \VariantSimple=(305|N)(398|W)(454|L)	Homo sapiens
Q68BL8	Q68BL8	OLFML2B	C	11.87	canonical	  0.999	  0.000	22	  0.090	6									Q68BL8	3459	8				coreProteome GENCODE_v48 SP sp|Q68BL8|OLM2B_HUMAN Olfactomedin-like protein 2B OS=Homo sapiens OX=9606 GN=OLFML2B PE=1 SV=2 \VariantSimple=(10|C)(470|R)	Homo sapiens
Q6PK18	Q6PK18	OGFOD3	C	23.82	canonical	  0.999	  0.000	11	  0.090	5									Q6PK18	3533	7				coreProteome GENCODE_v48 SP sp|Q6PK18|OGFD3_HUMAN 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Homo sapiens OX=9606 GN=OGFOD3 PE=1 SV=2 \VariantSimple=(67|E)(272|R)	Homo sapiens
Q9UHY1	Q9UHY1	NRBP1	C	11.59	canonical	  0.999	  0.000	14	  0.090	4									Q9UHY1	5111	13				coreProteome GENCODE_v48 SP sp|Q9UHY1|NRBP_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1 \VariantSimple=(365|I)(432|L)(460|R)	Homo sapiens
P28331	P28331	NDUFS1	C	16.37	canonical	  0.999	  0.000	28	  0.090	7									P28331	1995	11				"coreProteome GENCODE_v48 SP sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3 \VariantSimple=(228|A)(241|Q)(241|W)(252|G)(253|G)(649|F)"	Homo sapiens
P50851	P50851	LRBA	C	15.19	canonical	  0.999	  0.000	108	  0.090	29									P50851	2390	60				coreProteome GENCODE_v48 SP sp|P50851|LRBA_HUMAN Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens OX=9606 GN=LRBA PE=1 SV=4 \VariantSimple=(1090|G)(1230|D)(1677|S)(1997|C)(2038|H)(2274|R)(2657|S)(2701|K)(2704|T)(2713|F)(2809|L)	Homo sapiens
Q9UHB6	Q9UHB6	LIMA1	C	22	canonical	  0.999	  0.000	35	  0.090	15									Q9UHB6	5096	35				coreProteome GENCODE_v48 SP sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1 \VariantSimple=(25|I)	Homo sapiens
Q9Y2Q5	Q9Y2Q5	LAMTOR2	C	24	canonical	  0.998	  0.000	5	  0.090	2									Q9Y2Q5	5268	6				coreProteome GENCODE_v48 SP sp|Q9Y2Q5|LTOR2_HUMAN Ragulator complex protein LAMTOR2 OS=Homo sapiens OX=9606 GN=LAMTOR2 PE=1 SV=1 	Homo sapiens
O60938	O60938	KERA	C	11.36	canonical	  0.999	  0.000	13	  0.090	3									O60938	1007	2				coreProteome GENCODE_v48 SP sp|O60938|KERA_HUMAN Keratocan OS=Homo sapiens OX=9606 GN=KERA PE=1 SV=1 \VariantSimple=(215|K)(235|G)(247|S)	Homo sapiens
Q96MG2	Q96MG2	JSRP1	C	12.99	canonical	  0.999	  0.000	10	  0.090	3									Q96MG2	4321	1				coreProteome GENCODE_v48 SP sp|Q96MG2|JSPR1_HUMAN Junctional sarcoplasmic reticulum protein 1 OS=Homo sapiens OX=9606 GN=JSRP1 PE=1 SV=1 \VariantSimple=(92|A)(108|L)(150|A)(233|Q)	Homo sapiens
Q96ID5	Q96ID5	IGSF21	C	23.13	canonical	  0.999	  0.000	16	  0.090	7									Q96ID5	4283	4				coreProteome GENCODE_v48 SP sp|Q96ID5|IGS21_HUMAN Immunoglobulin superfamily member 21 OS=Homo sapiens OX=9606 GN=IGSF21 PE=1 SV=1 \VariantSimple=(245|H)(379|M)(467|M)	Homo sapiens
P82970	P82970	HMGN5	C	23.76	canonical	  0.999	  0.000	8	  0.090	4									P82970	2740	11				coreProteome GENCODE_v48 SP sp|P82970|HMGN5_HUMAN High mobility group nucleosome-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=HMGN5 PE=1 SV=1 	Homo sapiens
Q8TCT9	Q8TCT9	HM13	C	17.51	canonical	  0.999	  0.000	12	  0.090	3									Q8TCT9	3989	19				coreProteome GENCODE_v48 SP sp|Q8TCT9|SPP_HUMAN Signal peptide peptidase OS=Homo sapiens OX=9606 GN=HM13 PE=1 SV=1 \VariantSimple=(259|P)	Homo sapiens
P78347	P78347	GTF2I	C	26.25	canonical	  0.999	  0.000	34	  0.090	17									P78347	2716	44				coreProteome GENCODE_v48 SP sp|P78347|GTF2I_HUMAN General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2 \VariantSimple=(174|V)	Homo sapiens
P43250	P43250	GRK6	C	14.93	canonical	  0.999	  0.000	20	  0.090	6									P43250	2240	51				coreProteome GENCODE_v48 SP sp|P43250|GRK6_HUMAN G protein-coupled receptor kinase 6 OS=Homo sapiens OX=9606 GN=GRK6 PE=1 SV=2 \VariantSimple=(31|Q)(73|M)(275|M)	Homo sapiens
Q9NZH0	Q9NZH0	GPRC5B	C	13.4	canonical	  0.999	  0.000	10	  0.090	4									Q9NZH0	4988	11				coreProteome GENCODE_v48 SP sp|Q9NZH0|GPC5B_HUMAN G-protein coupled receptor family C group 5 member B OS=Homo sapiens OX=9606 GN=GPRC5B PE=1 SV=2 \VariantSimple=(176|II)(177|AA)	Homo sapiens
O60547	O60547	GMDS	C	47.58	canonical	  0.999	  0.000	18	  0.090	10									O60547	968	16				"coreProteome GENCODE_v48 SP sp|O60547|GMDS_HUMAN GDP-mannose 4,6 dehydratase OS=Homo sapiens OX=9606 GN=GMDS PE=1 SV=1 "	Homo sapiens
Q96RP9	Q96RP9	GFM1	C	7.06	canonical	  0.999	  0.000	29	  0.090	3									Q96RP9	4360	16				"coreProteome GENCODE_v48 SP sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2 \VariantSimple=(57|Y)(174|S)(215|I)(250|W)(496|R)"	Homo sapiens
O43681	O43681	GET3	C	28.16	canonical	  0.999	  0.000	11	  0.090	5									O43681	902	3				coreProteome GENCODE_v48 SP sp|O43681|GET3_HUMAN ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2 \VariantSimple=(163|A)(289|W)(305|348|-)(332|S)	Homo sapiens
Q8N3T1	Q8N3T1	GALNT15	C	17.06	canonical	  0.999	  0.000	21	  0.090	9									Q8N3T1	3852	7				coreProteome GENCODE_v48 SP sp|Q8N3T1|GLT15_HUMAN Polypeptide N-acetylgalactosaminyltransferase 15 OS=Homo sapiens OX=9606 GN=GALNT15 PE=1 SV=2 \VariantSimple=(68|G)(151|L)(324|A)(432|T)(510|Y)	Homo sapiens
Q9BYC5	Q9BYC5	FUT8	C	15.83	canonical	  0.999	  0.000	22	  0.090	6									Q9BYC5	4565	9				"coreProteome GENCODE_v48 SP sp|Q9BYC5|FUT8_HUMAN Alpha-(1,6)-fucosyltransferase OS=Homo sapiens OX=9606 GN=FUT8 PE=1 SV=2 \VariantSimple=(101|Q)(239|575|-)(267|K)(315|575|-)(315|557|-)(337|G)"	Homo sapiens
P49789	P49789	FHIT	C	34.69	canonical	  0.999	  0.000	7	  0.090	4									P49789	2353	8				coreProteome GENCODE_v48 SP sp|P49789|FHIT_HUMAN Bis(5'-adenosyl)-triphosphatase OS=Homo sapiens OX=9606 GN=FHIT PE=1 SV=3 	Homo sapiens
Q75N90	Q75N90	FBN3	C	3.42	canonical	  0.999	  0.000	93	  0.090	8									P22792	1894	347				coreProteome GENCODE_v48 SP sp|Q75N90|FBN3_HUMAN Fibrillin-3 OS=Homo sapiens OX=9606 GN=FBN3 PE=1 SV=3 \VariantSimple=(119|A)(329|L)(371|I)(473|Q)(542|I)(662|N)(868|N)(935|L)(938|F)(1083|W)(1209|R)(1293|G)(1293|N)(1326|I)(1431|I)(1614|S)(1806|Q)(1850|K)(1	Homo sapiens
Q9NYQ8	Q9NYQ8	FAT2	C	11.57	canonical	  0.999	  0.000	137	  0.090	37									Q9NYQ8	4971	8				coreProteome GENCODE_v48 SP sp|Q9NYQ8|FAT2_HUMAN Protocadherin Fat 2 OS=Homo sapiens OX=9606 GN=FAT2 PE=1 SV=2 \VariantSimple=(201|A)(248|S)(574|C)(686|S)(992|Q)(1004|S)(1164|L)(1181|H)(1295|P)(1462|M)(1515|S)(1571|S)(1895|W)(2054|A)(2428|S)(2907|T)(3318|	Homo sapiens
Q9NSD9	Q9NSD9	FARSB	C	25.81	canonical	  0.999	  0.000	24	  0.090	10									Q9NSD9	4883	7				coreProteome GENCODE_v48 SP sp|Q9NSD9|SYFB_HUMAN Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3 \VariantSimple=(76|R)(252|S)(256|M)(262|E)(285|K)(305|Q)(401|Q)(461|P)(585|I)	Homo sapiens
O15197	O15197	EPHB6	C	17.43	canonical	  0.999	  0.000	33	  0.090	10									O15197	811	16				coreProteome GENCODE_v48 SP sp|O15197|EPHB6_HUMAN Ephrin type-B receptor 6 OS=Homo sapiens OX=9606 GN=EPHB6 PE=1 SV=4 \VariantSimple=(122|S)(170|T)(221|V)(282|H)(282|R)(309|Q)(324|A)(332|L)(360|N)(499|Q)(603|P)(662|V)(719|Q)(743|S)(813|H)(875|K)(930|G)(99	Homo sapiens
O15371	O15371	EIF3D	C	27.01	canonical	  0.999	  0.000	17	  0.090	9									O15371	830	15				coreProteome GENCODE_v48 SP sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1 \VariantSimple=(310|C)	Homo sapiens
Q8N3D4	Q8N3D4	EHBP1L1	C	17.14	canonical	  0.999	  0.000	50	  0.090	15									Q8N3D4	3847	26				coreProteome GENCODE_v48 SP sp|Q8N3D4|EH1L1_HUMAN EH domain-binding protein 1-like protein 1 OS=Homo sapiens OX=9606 GN=EHBP1L1 PE=1 SV=2 \VariantSimple=(133|L)(307|Q)(538|G)(569|V)(599|I)(648|I)	Homo sapiens
O60869	O60869	EDF1	C	18.24	canonical	  0.999	  0.000	7	  0.090	3									O60869	999	6				coreProteome GENCODE_v48 SP sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1 	Homo sapiens
Q6P2E9	Q6P2E9	EDC4	C	3.43	canonical	  0.999	  0.000	44	  0.090	3									Q6P2E9	3511	10				coreProteome GENCODE_v48 SP sp|Q6P2E9|EDC4_HUMAN Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1 	Homo sapiens
P33316	P33316	DUT	C	12.7	canonical	  0.999	  0.000	10	  0.090	2									P33316	2087	12				"coreProteome GENCODE_v48 SP sp|P33316|DUT_HUMAN Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4 \VariantSimple=(100|S)(142|C)(173|W)(227|C)"	Homo sapiens
Q6UY11	Q6UY11	DLK2	C	9.4	canonical	  0.998	  0.000	11	  0.090	2									Q6UY11	3587	10				coreProteome GENCODE_v48 SP sp|Q6UY11|DLK2_HUMAN Protein delta homolog 2 OS=Homo sapiens OX=9606 GN=DLK2 PE=1 SV=1 \VariantSimple=(301|R)	Homo sapiens
P20849	P20849	COL9A1	C	23.02	canonical	  0.999	  0.000	34	  0.090	16									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P20849|CO9A1_HUMAN Collagen alpha-1(IX) chain OS=Homo sapiens OX=9606 GN=COL9A1 PE=1 SV=3 \(295|921|-)(339|P)(507|921|-)(621|R)(684|K)(767|V)(870|K)(882|L)	Homo sapiens
Q13057	Q13057	COASY	C	20.57	canonical	  0.999	  0.000	16	  0.090	6									Q13057	2938	6				coreProteome GENCODE_v48 SP sp|Q13057|COASY_HUMAN Bifunctional coenzyme A synthase OS=Homo sapiens OX=9606 GN=COASY PE=1 SV=4 \VariantSimple=(55|Y)(59|564|-)(214|V)(499|C)	Homo sapiens
Q9NYJ1	Q9NYJ1	COA4	C	43.68	canonical	  0.999	  0.000	4	  0.090	3									Q9NYJ1	4966	2				"coreProteome GENCODE_v48 SP sp|Q9NYJ1|COA4_HUMAN Cytochrome c oxidase assembly factor 4 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=COA4 PE=1 SV=2 "	Homo sapiens
Q9UQC9	Q9UQC9	CLCA2	C	15.38	canonical	  0.999	  0.000	26	  0.090	10									Q9UQC9	5218	2				coreProteome GENCODE_v48 SP sp|Q9UQC9|CLCA2_HUMAN Calcium-activated chloride channel regulator 2 OS=Homo sapiens OX=9606 GN=CLCA2 PE=1 SV=2 \VariantSimple=(80|I)(306|E)(534|D)(754|E)	Homo sapiens
Q6FI81	Q6FI81	CIAPIN1	C	38.78	canonical	  0.999	  0.000	15	  0.090	8									Q6FI81	3474	17				coreProteome GENCODE_v48 SP sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2 \VariantSimple=(34|E)(52|E)	Homo sapiens
Q9Y5P4	Q9Y5P4	CERT1	C	8.33	canonical	  0.999	  0.000	25	  0.090	3									Q9Y5P4	5360	19				coreProteome GENCODE_v48 SP sp|Q9Y5P4|CERT_HUMAN Ceramide transfer protein OS=Homo sapiens OX=9606 GN=CERT1 PE=1 SV=1 \VariantSimple=(132|L)(138|C)(243|R)(599|R)	Homo sapiens
P06126	P06126	CD1A	C	14.07	canonical	  0.999	  0.000	10	  0.090	3									P29017	2003	8				coreProteome GENCODE_v48 SP sp|P06126|CD1A_HUMAN T-cell surface glycoprotein CD1a OS=Homo sapiens OX=9606 GN=CD1A PE=1 SV=4 \VariantSimple=(22|N)(30|I)(68|W)	Homo sapiens
Q9BUT1	Q9BUT1	BDH2	C	28.57	canonical	  0.999	  0.000	10	  0.090	4									Q9BUT1	4514	13				coreProteome GENCODE_v48 SP sp|Q9BUT1|DHRS6_HUMAN Dehydrogenase/reductase SDR family member 6 OS=Homo sapiens OX=9606 GN=BDH2 PE=1 SV=2 \VariantSimple=(70|S)	Homo sapiens
O75936	O75936	BBOX1	C	25.58	canonical	  0.999	  0.000	14	  0.090	8									O75936	1104	3				coreProteome GENCODE_v48 SP sp|O75936|BODG_HUMAN Gamma-butyrobetaine dioxygenase OS=Homo sapiens OX=9606 GN=BBOX1 PE=1 SV=1 	Homo sapiens
O95352	O95352	ATG7	C	19.91	canonical	  0.999	  0.000	27	  0.090	9									O95352	1182	42				coreProteome GENCODE_v48 SP sp|O95352|ATG7_HUMAN Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1 \VariantSimple=(234|T)(261|R)(471|A)(511|D)(512|P)(576|H)(588|M)(624|Y)(659|703|-)	Homo sapiens
O00116	O00116	AGPS	C	27.66	canonical	  0.999	  0.000	23	  0.090	11									O00116	683	18				"coreProteome GENCODE_v48 SP sp|O00116|ADAS_HUMAN Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1 \VariantSimple=(182|Q)(309|I)(419|H)(469|P)(471|K)(568|M)"	Homo sapiens
Q9NPJ3	Q9NPJ3	ACOT13	C	42.14	canonical	  0.999	  0.000	4	  0.090	3									Q9NPJ3	4809	3				coreProteome GENCODE_v48 SP sp|Q9NPJ3|ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1 	Homo sapiens
Q9UKV3	Q9UKV3	ACIN1	C	11.93	canonical	  0.999	  0.000	44	  0.090	9									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q9UKV3|ACINU_HUMAN Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2 \VariantSimple=(257|K)(311|M)(447|P)(467|P)(478|F)(1160|Q)	Homo sapiens
O75844	O75844	ZMPSTE24	C	10.95	canonical	  0.999	  0.000	14	  0.080	3									O75844	1096	5				coreProteome GENCODE_v48 SP sp|O75844|FACE1_HUMAN CAAX prenyl protease 1 homolog OS=Homo sapiens OX=9606 GN=ZMPSTE24 PE=1 SV=2 \VariantSimple=(137|A)(248|L)(265|S)(340|R)	Homo sapiens
Q96NC0	Q96NC0	ZMAT2	C	27.14	canonical	  0.999	  0.000	5	  0.080	3									Q05682	2839	78				coreProteome GENCODE_v48 SP sp|Q96NC0|ZMAT2_HUMAN Zinc finger matrin-type protein 2 OS=Homo sapiens OX=9606 GN=ZMAT2 PE=1 SV=1 	Homo sapiens
Q86Y38	Q86Y38	XYLT1	C	12.62	canonical	  0.999	  0.000	31	  0.080	12									Q86Y38	3742	5				coreProteome GENCODE_v48 SP sp|Q86Y38|XYLT1_HUMAN Xylosyltransferase 1 OS=Homo sapiens OX=9606 GN=XYLT1 PE=1 SV=1 \VariantSimple=(115|S)(325|R)(406|W)(481|W)(598|C)(665|M)(766|A)(839|I)(892|Q)	Homo sapiens
Q9Y5K5	Q9Y5K5	UCHL5	C	33.74	canonical	  0.999	  0.000	11	  0.080	6									Q9Y5K5	5355	65				coreProteome GENCODE_v48 SP sp|Q9Y5K5|UCHL5_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens OX=9606 GN=UCHL5 PE=1 SV=3 \VariantSimple=(197|F)	Homo sapiens
Q9C0H2	Q9C0H2	TTYH3	C	5.74	canonical	  0.999	  0.000	13	  0.080	2									Q9C0H2	4605	7				coreProteome GENCODE_v48 SP sp|Q9C0H2|TTYH3_HUMAN Protein tweety homolog 3 OS=Homo sapiens OX=9606 GN=TTYH3 PE=1 SV=3 	Homo sapiens
Q9NWD8	Q9NWD8	TMEM248	C	11.78	canonical	  0.999	  0.000	8	  0.080	3									Q9NWD8	4927	9				coreProteome GENCODE_v48 SP sp|Q9NWD8|TM248_HUMAN Transmembrane protein 248 OS=Homo sapiens OX=9606 GN=TMEM248 PE=1 SV=1 	Homo sapiens
Q9BVK8	Q9BVK8	TMEM147	C	16.96	canonical	  0.999	  0.000	7	  0.080	2									Q9BVK8	4525	5				coreProteome GENCODE_v48 SP sp|Q9BVK8|TM147_HUMAN BOS complex subunit TMEM147 OS=Homo sapiens OX=9606 GN=TMEM147 PE=1 SV=1 \VariantSimple=(7|R)(21|224|-)(130|224|-)(132|H)(133|N)(162|224|-)(166|W)	Homo sapiens
Q14C87	Q14C87	TMEM132D	C	8.28	canonical	  0.999	  0.000	34	  0.080	7									Q8N3T6	3853	7				coreProteome GENCODE_v48 SP sp|Q14C87|T132D_HUMAN Transmembrane protein 132D OS=Homo sapiens OX=9606 GN=TMEM132D PE=1 SV=1 \VariantSimple=(436|Q)(460|H)(878|F)	Homo sapiens
Q9Y5J9	Q9Y5J9	TIMM8B	C	28.92	canonical	  0.999	  0.000	4	  0.080	2									Q9Y5J9	5354	7				coreProteome GENCODE_v48 SP sp|Q9Y5J9|TIM8B_HUMAN Mitochondrial import inner membrane translocase subunit Tim8 B OS=Homo sapiens OX=9606 GN=TIMM8B PE=1 SV=1 	Homo sapiens
P62072	P62072	TIMM10	C	32.22	canonical	  0.999	  0.000	4	  0.080	2									P62072	2630	6				coreProteome GENCODE_v48 SP sp|P62072|TIM10_HUMAN Mitochondrial import inner membrane translocase subunit Tim10 OS=Homo sapiens OX=9606 GN=TIMM10 PE=1 SV=1 	Homo sapiens
Q969Z0	Q969Z0	TBRG4	C	22.98	canonical	  0.999	  0.000	20	  0.080	6									Q969Z0	4166	11				coreProteome GENCODE_v48 SP sp|Q969Z0|FAKD4_HUMAN FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1 \VariantSimple=(22|S)(57|L)	Homo sapiens
Q9NVG8	Q9NVG8	TBC1D13	C	21	canonical	  0.999	  0.000	15	  0.080	7									Q9NVG8	4911	9				coreProteome GENCODE_v48 SP sp|Q9NVG8|TBC13_HUMAN TBC1 domain family member 13 OS=Homo sapiens OX=9606 GN=TBC1D13 PE=1 SV=3 \VariantSimple=(190|A)	Homo sapiens
Q9UH65	Q9UH65	SWAP70	C	18.8	canonical	  0.999	  0.000	24	  0.080	8									Q9UH65	5093	18				coreProteome GENCODE_v48 SP sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1 \VariantSimple=(230|G)(505|E)	Homo sapiens
O95425	O95425	SVIL	C	5.47	canonical	  0.999	  0.000	73	  0.080	9									O95425	1190	13				coreProteome GENCODE_v48 SP sp|O95425|SVIL_HUMAN Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2 \VariantSimple=(189|A)(422|I)(1041|L)(1235|A)(1604|2214|-)(1688|P)(2005|V)(2041|V)	Homo sapiens
Q13043	Q13043	STK4	C	18.07	canonical	  0.999	  0.000	17	  0.080	6									Q13043	2936	33				coreProteome GENCODE_v48 SP sp|Q13043|STK4_HUMAN Serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=STK4 PE=1 SV=2 \VariantSimple=(162|N)(310|Q)(312|M)(355|T)(416|L)	Homo sapiens
P40763	P40763	STAT3	C	25.97	canonical	  0.999	  0.000	25	  0.080	12									P40763	2188	33				coreProteome GENCODE_v48 SP sp|P40763|STAT3_HUMAN Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2 \VariantSimple=(32|K)(70|H)(103|W)(107|W)(143|I)(152|W)(162|R)(166|D)(166|K)(174|S)(218|A)(260|P)(278|C)(278|H)	Homo sapiens
